User_ID,Is_Response
id80327,happy
id80328,happy
id80329,not happy
id80330,not happy
id80331,happy
id80332,happy
id80333,happy
id80334,happy
id80335,happy
id80336,happy
id80337,not happy
id80338,happy
id80339,not happy
id80340,happy
id80341,not happy
id80342,happy
id80343,not happy
id80344,happy
id80345,happy
id80346,not happy
id80347,not happy
id80348,happy
id80349,happy
id80350,happy
id80351,not happy
id80352,not happy
id80353,not happy
id80354,happy
id80355,happy
id80356,not happy
id80357,happy
id80358,not happy
id80359,happy
id80360,happy
id80361,not happy
id80362,happy
id80363,happy
id80364,happy
id80365,happy
id80366,happy
id80367,happy
id80368,happy
id80369,happy
id80370,happy
id80371,happy
id80372,not happy
id80373,not happy
id80374,happy
id80375,happy
id80376,not happy
id80377,not happy
id80378,happy
id80379,happy
id80380,happy
id80381,happy
id80382,not happy
id80383,happy
id80384,not happy
id80385,happy
id80386,happy
id80387,not happy
id80388,happy
id80389,happy
id80390,not happy
id80391,happy
id80392,not happy
id80393,happy
id80394,happy
id80395,happy
id80396,happy
id80397,not happy
id80398,not happy
id80399,happy
id80400,happy
id80401,not happy
id80402,not happy
id80403,happy
id80404,happy
id80405,happy
id80406,happy
id80407,happy
id80408,happy
id80409,happy
id80410,happy
id80411,not happy
id80412,happy
id80413,happy
id80414,happy
id80415,not happy
id80416,not happy
id80417,happy
id80418,not happy
id80419,not happy
id80420,not happy
id80421,happy
id80422,happy
id80423,happy
id80424,happy
id80425,happy
id80426,happy
id80427,happy
id80428,not happy
id80429,happy
id80430,happy
id80431,not happy
id80432,happy
id80433,happy
id80434,happy
id80435,happy
id80436,happy
id80437,happy
id80438,happy
id80439,happy
id80440,happy
id80441,happy
id80442,happy
id80443,not happy
id80444,happy
id80445,happy
id80446,not happy
id80447,not happy
id80448,not happy
id80449,not happy
id80450,happy
id80451,happy
id80452,not happy
id80453,happy
id80454,happy
id80455,happy
id80456,happy
id80457,happy
id80458,not happy
id80459,not happy
id80460,happy
id80461,happy
id80462,happy
id80463,happy
id80464,happy
id80465,happy
id80466,happy
id80467,happy
id80468,happy
id80469,happy
id80470,not happy
id80471,not happy
id80472,happy
id80473,happy
id80474,happy
id80475,happy
id80476,happy
id80477,happy
id80478,not happy
id80479,not happy
id80480,not happy
id80481,happy
id80482,not happy
id80483,happy
id80484,happy
id80485,happy
id80486,happy
id80487,not happy
id80488,not happy
id80489,happy
id80490,happy
id80491,happy
id80492,happy
id80493,happy
id80494,not happy
id80495,not happy
id80496,not happy
id80497,happy
id80498,not happy
id80499,not happy
id80500,not happy
id80501,not happy
id80502,happy
id80503,not happy
id80504,happy
id80505,happy
id80506,not happy
id80507,happy
id80508,happy
id80509,not happy
id80510,happy
id80511,happy
id80512,happy
id80513,happy
id80514,not happy
id80515,happy
id80516,happy
id80517,happy
id80518,not happy
id80519,happy
id80520,not happy
id80521,happy
id80522,happy
id80523,happy
id80524,happy
id80525,happy
id80526,not happy
id80527,happy
id80528,happy
id80529,happy
id80530,happy
id80531,happy
id80532,happy
id80533,happy
id80534,happy
id80535,happy
id80536,happy
id80537,happy
id80538,happy
id80539,not happy
id80540,not happy
id80541,not happy
id80542,happy
id80543,not happy
id80544,happy
id80545,not happy
id80546,happy
id80547,happy
id80548,happy
id80549,not happy
id80550,not happy
id80551,happy
id80552,happy
id80553,not happy
id80554,happy
id80555,happy
id80556,not happy
id80557,not happy
id80558,happy
id80559,happy
id80560,happy
id80561,not happy
id80562,happy
id80563,happy
id80564,not happy
id80565,not happy
id80566,happy
id80567,not happy
id80568,happy
id80569,happy
id80570,not happy
id80571,happy
id80572,happy
id80573,happy
id80574,not happy
id80575,happy
id80576,happy
id80577,happy
id80578,happy
id80579,not happy
id80580,not happy
id80581,happy
id80582,happy
id80583,happy
id80584,happy
id80585,not happy
id80586,happy
id80587,not happy
id80588,happy
id80589,not happy
id80590,not happy
id80591,not happy
id80592,happy
id80593,not happy
id80594,happy
id80595,not happy
id80596,happy
id80597,not happy
id80598,happy
id80599,not happy
id80600,happy
id80601,happy
id80602,happy
id80603,happy
id80604,happy
id80605,not happy
id80606,happy
id80607,happy
id80608,happy
id80609,not happy
id80610,happy
id80611,happy
id80612,happy
id80613,happy
id80614,not happy
id80615,not happy
id80616,happy
id80617,happy
id80618,happy
id80619,not happy
id80620,not happy
id80621,happy
id80622,happy
id80623,happy
id80624,happy
id80625,happy
id80626,happy
id80627,happy
id80628,happy
id80629,happy
id80630,not happy
id80631,happy
id80632,not happy
id80633,happy
id80634,not happy
id80635,happy
id80636,happy
id80637,happy
id80638,happy
id80639,happy
id80640,not happy
id80641,happy
id80642,not happy
id80643,happy
id80644,happy
id80645,happy
id80646,happy
id80647,happy
id80648,not happy
id80649,not happy
id80650,happy
id80651,happy
id80652,happy
id80653,happy
id80654,happy
id80655,happy
id80656,happy
id80657,not happy
id80658,happy
id80659,happy
id80660,not happy
id80661,happy
id80662,not happy
id80663,not happy
id80664,not happy
id80665,happy
id80666,happy
id80667,happy
id80668,not happy
id80669,happy
id80670,happy
id80671,happy
id80672,happy
id80673,happy
id80674,not happy
id80675,happy
id80676,happy
id80677,happy
id80678,happy
id80679,happy
id80680,happy
id80681,happy
id80682,happy
id80683,happy
id80684,happy
id80685,not happy
id80686,happy
id80687,happy
id80688,not happy
id80689,not happy
id80690,happy
id80691,not happy
id80692,happy
id80693,happy
id80694,not happy
id80695,happy
id80696,not happy
id80697,happy
id80698,not happy
id80699,happy
id80700,not happy
id80701,happy
id80702,happy
id80703,happy
id80704,not happy
id80705,not happy
id80706,not happy
id80707,not happy
id80708,happy
id80709,happy
id80710,happy
id80711,not happy
id80712,not happy
id80713,happy
id80714,happy
id80715,not happy
id80716,happy
id80717,not happy
id80718,happy
id80719,happy
id80720,happy
id80721,happy
id80722,happy
id80723,happy
id80724,happy
id80725,happy
id80726,happy
id80727,not happy
id80728,happy
id80729,happy
id80730,happy
id80731,happy
id80732,happy
id80733,not happy
id80734,happy
id80735,happy
id80736,happy
id80737,happy
id80738,happy
id80739,happy
id80740,not happy
id80741,not happy
id80742,happy
id80743,happy
id80744,happy
id80745,happy
id80746,happy
id80747,happy
id80748,not happy
id80749,not happy
id80750,happy
id80751,happy
id80752,not happy
id80753,not happy
id80754,happy
id80755,happy
id80756,happy
id80757,happy
id80758,not happy
id80759,happy
id80760,happy
id80761,not happy
id80762,not happy
id80763,happy
id80764,not happy
id80765,happy
id80766,not happy
id80767,not happy
id80768,happy
id80769,not happy
id80770,happy
id80771,happy
id80772,not happy
id80773,not happy
id80774,happy
id80775,happy
id80776,happy
id80777,happy
id80778,happy
id80779,happy
id80780,happy
id80781,happy
id80782,happy
id80783,happy
id80784,happy
id80785,not happy
id80786,not happy
id80787,happy
id80788,not happy
id80789,happy
id80790,happy
id80791,not happy
id80792,happy
id80793,happy
id80794,happy
id80795,not happy
id80796,happy
id80797,not happy
id80798,happy
id80799,happy
id80800,happy
id80801,happy
id80802,happy
id80803,not happy
id80804,not happy
id80805,happy
id80806,happy
id80807,not happy
id80808,not happy
id80809,happy
id80810,happy
id80811,happy
id80812,not happy
id80813,happy
id80814,happy
id80815,not happy
id80816,not happy
id80817,not happy
id80818,happy
id80819,not happy
id80820,not happy
id80821,happy
id80822,happy
id80823,happy
id80824,happy
id80825,not happy
id80826,happy
id80827,happy
id80828,happy
id80829,happy
id80830,happy
id80831,happy
id80832,happy
id80833,happy
id80834,happy
id80835,not happy
id80836,happy
id80837,not happy
id80838,happy
id80839,happy
id80840,happy
id80841,happy
id80842,not happy
id80843,happy
id80844,happy
id80845,happy
id80846,not happy
id80847,happy
id80848,happy
id80849,not happy
id80850,happy
id80851,happy
id80852,happy
id80853,happy
id80854,happy
id80855,happy
id80856,not happy
id80857,happy
id80858,not happy
id80859,happy
id80860,not happy
id80861,not happy
id80862,not happy
id80863,happy
id80864,not happy
id80865,happy
id80866,not happy
id80867,happy
id80868,happy
id80869,happy
id80870,happy
id80871,happy
id80872,happy
id80873,happy
id80874,happy
id80875,not happy
id80876,happy
id80877,not happy
id80878,not happy
id80879,happy
id80880,not happy
id80881,not happy
id80882,happy
id80883,happy
id80884,not happy
id80885,not happy
id80886,happy
id80887,happy
id80888,happy
id80889,happy
id80890,not happy
id80891,happy
id80892,happy
id80893,happy
id80894,happy
id80895,happy
id80896,happy
id80897,happy
id80898,happy
id80899,happy
id80900,not happy
id80901,not happy
id80902,happy
id80903,not happy
id80904,happy
id80905,not happy
id80906,happy
id80907,happy
id80908,happy
id80909,happy
id80910,happy
id80911,happy
id80912,happy
id80913,happy
id80914,not happy
id80915,happy
id80916,happy
id80917,not happy
id80918,not happy
id80919,not happy
id80920,happy
id80921,not happy
id80922,happy
id80923,happy
id80924,happy
id80925,happy
id80926,happy
id80927,happy
id80928,happy
id80929,not happy
id80930,not happy
id80931,not happy
id80932,not happy
id80933,happy
id80934,not happy
id80935,happy
id80936,not happy
id80937,not happy
id80938,happy
id80939,happy
id80940,happy
id80941,not happy
id80942,happy
id80943,happy
id80944,happy
id80945,happy
id80946,happy
id80947,not happy
id80948,happy
id80949,happy
id80950,happy
id80951,happy
id80952,happy
id80953,not happy
id80954,happy
id80955,not happy
id80956,not happy
id80957,not happy
id80958,happy
id80959,happy
id80960,happy
id80961,not happy
id80962,happy
id80963,not happy
id80964,not happy
id80965,happy
id80966,happy
id80967,happy
id80968,not happy
id80969,happy
id80970,not happy
id80971,happy
id80972,happy
id80973,happy
id80974,not happy
id80975,happy
id80976,happy
id80977,not happy
id80978,not happy
id80979,happy
id80980,not happy
id80981,not happy
id80982,not happy
id80983,happy
id80984,not happy
id80985,not happy
id80986,not happy
id80987,happy
id80988,happy
id80989,happy
id80990,not happy
id80991,happy
id80992,happy
id80993,happy
id80994,happy
id80995,not happy
id80996,happy
id80997,happy
id80998,not happy
id80999,happy
id81000,not happy
id81001,happy
id81002,happy
id81003,not happy
id81004,happy
id81005,happy
id81006,happy
id81007,happy
id81008,happy
id81009,not happy
id81010,happy
id81011,happy
id81012,happy
id81013,happy
id81014,happy
id81015,not happy
id81016,not happy
id81017,happy
id81018,happy
id81019,happy
id81020,not happy
id81021,happy
id81022,happy
id81023,not happy
id81024,happy
id81025,not happy
id81026,happy
id81027,not happy
id81028,happy
id81029,happy
id81030,not happy
id81031,happy
id81032,happy
id81033,happy
id81034,happy
id81035,not happy
id81036,happy
id81037,happy
id81038,not happy
id81039,not happy
id81040,happy
id81041,not happy
id81042,happy
id81043,not happy
id81044,happy
id81045,happy
id81046,happy
id81047,happy
id81048,not happy
id81049,happy
id81050,happy
id81051,happy
id81052,happy
id81053,happy
id81054,happy
id81055,happy
id81056,happy
id81057,happy
id81058,happy
id81059,happy
id81060,not happy
id81061,not happy
id81062,not happy
id81063,happy
id81064,happy
id81065,not happy
id81066,happy
id81067,happy
id81068,not happy
id81069,happy
id81070,happy
id81071,happy
id81072,not happy
id81073,happy
id81074,happy
id81075,happy
id81076,not happy
id81077,happy
id81078,happy
id81079,happy
id81080,not happy
id81081,not happy
id81082,happy
id81083,happy
id81084,happy
id81085,happy
id81086,not happy
id81087,not happy
id81088,happy
id81089,happy
id81090,happy
id81091,happy
id81092,happy
id81093,happy
id81094,not happy
id81095,happy
id81096,not happy
id81097,not happy
id81098,not happy
id81099,happy
id81100,happy
id81101,not happy
id81102,not happy
id81103,happy
id81104,not happy
id81105,happy
id81106,not happy
id81107,not happy
id81108,happy
id81109,not happy
id81110,happy
id81111,happy
id81112,happy
id81113,happy
id81114,not happy
id81115,happy
id81116,not happy
id81117,not happy
id81118,happy
id81119,happy
id81120,happy
id81121,happy
id81122,happy
id81123,happy
id81124,not happy
id81125,happy
id81126,happy
id81127,not happy
id81128,happy
id81129,happy
id81130,happy
id81131,happy
id81132,not happy
id81133,not happy
id81134,not happy
id81135,not happy
id81136,happy
id81137,happy
id81138,not happy
id81139,not happy
id81140,not happy
id81141,not happy
id81142,not happy
id81143,happy
id81144,happy
id81145,happy
id81146,happy
id81147,happy
id81148,not happy
id81149,happy
id81150,happy
id81151,happy
id81152,happy
id81153,happy
id81154,happy
id81155,happy
id81156,happy
id81157,not happy
id81158,happy
id81159,happy
id81160,happy
id81161,not happy
id81162,happy
id81163,happy
id81164,happy
id81165,happy
id81166,happy
id81167,not happy
id81168,not happy
id81169,happy
id81170,not happy
id81171,not happy
id81172,not happy
id81173,happy
id81174,happy
id81175,happy
id81176,happy
id81177,happy
id81178,not happy
id81179,happy
id81180,happy
id81181,happy
id81182,not happy
id81183,happy
id81184,happy
id81185,not happy
id81186,not happy
id81187,happy
id81188,happy
id81189,happy
id81190,happy
id81191,happy
id81192,not happy
id81193,happy
id81194,happy
id81195,happy
id81196,happy
id81197,happy
id81198,happy
id81199,happy
id81200,not happy
id81201,happy
id81202,happy
id81203,happy
id81204,happy
id81205,happy
id81206,not happy
id81207,happy
id81208,happy
id81209,happy
id81210,not happy
id81211,not happy
id81212,happy
id81213,happy
id81214,not happy
id81215,not happy
id81216,happy
id81217,happy
id81218,not happy
id81219,happy
id81220,not happy
id81221,not happy
id81222,happy
id81223,happy
id81224,not happy
id81225,happy
id81226,happy
id81227,happy
id81228,happy
id81229,happy
id81230,happy
id81231,not happy
id81232,not happy
id81233,happy
id81234,not happy
id81235,not happy
id81236,not happy
id81237,happy
id81238,happy
id81239,happy
id81240,happy
id81241,happy
id81242,happy
id81243,happy
id81244,not happy
id81245,happy
id81246,happy
id81247,happy
id81248,happy
id81249,happy
id81250,happy
id81251,happy
id81252,happy
id81253,not happy
id81254,happy
id81255,happy
id81256,happy
id81257,happy
id81258,happy
id81259,happy
id81260,happy
id81261,not happy
id81262,happy
id81263,happy
id81264,happy
id81265,happy
id81266,happy
id81267,happy
id81268,happy
id81269,happy
id81270,happy
id81271,happy
id81272,happy
id81273,happy
id81274,happy
id81275,happy
id81276,happy
id81277,happy
id81278,happy
id81279,not happy
id81280,happy
id81281,happy
id81282,happy
id81283,happy
id81284,happy
id81285,happy
id81286,happy
id81287,happy
id81288,not happy
id81289,happy
id81290,happy
id81291,happy
id81292,not happy
id81293,happy
id81294,happy
id81295,not happy
id81296,happy
id81297,not happy
id81298,not happy
id81299,not happy
id81300,not happy
id81301,happy
id81302,happy
id81303,not happy
id81304,happy
id81305,happy
id81306,not happy
id81307,happy
id81308,happy
id81309,happy
id81310,not happy
id81311,happy
id81312,happy
id81313,happy
id81314,not happy
id81315,not happy
id81316,happy
id81317,happy
id81318,happy
id81319,happy
id81320,not happy
id81321,not happy
id81322,not happy
id81323,happy
id81324,happy
id81325,happy
id81326,happy
id81327,happy
id81328,not happy
id81329,happy
id81330,happy
id81331,not happy
id81332,happy
id81333,happy
id81334,not happy
id81335,happy
id81336,not happy
id81337,not happy
id81338,happy
id81339,happy
id81340,not happy
id81341,not happy
id81342,happy
id81343,not happy
id81344,happy
id81345,happy
id81346,happy
id81347,happy
id81348,happy
id81349,happy
id81350,not happy
id81351,not happy
id81352,not happy
id81353,not happy
id81354,not happy
id81355,happy
id81356,happy
id81357,happy
id81358,happy
id81359,happy
id81360,happy
id81361,happy
id81362,not happy
id81363,not happy
id81364,not happy
id81365,not happy
id81366,happy
id81367,happy
id81368,happy
id81369,not happy
id81370,not happy
id81371,not happy
id81372,happy
id81373,happy
id81374,happy
id81375,happy
id81376,not happy
id81377,happy
id81378,happy
id81379,happy
id81380,happy
id81381,not happy
id81382,happy
id81383,happy
id81384,happy
id81385,happy
id81386,happy
id81387,happy
id81388,not happy
id81389,happy
id81390,not happy
id81391,not happy
id81392,happy
id81393,happy
id81394,happy
id81395,happy
id81396,happy
id81397,happy
id81398,not happy
id81399,not happy
id81400,happy
id81401,not happy
id81402,happy
id81403,happy
id81404,happy
id81405,not happy
id81406,happy
id81407,not happy
id81408,happy
id81409,not happy
id81410,happy
id81411,not happy
id81412,happy
id81413,happy
id81414,not happy
id81415,happy
id81416,not happy
id81417,not happy
id81418,happy
id81419,not happy
id81420,happy
id81421,happy
id81422,happy
id81423,happy
id81424,not happy
id81425,happy
id81426,not happy
id81427,not happy
id81428,happy
id81429,not happy
id81430,not happy
id81431,not happy
id81432,happy
id81433,happy
id81434,happy
id81435,not happy
id81436,happy
id81437,happy
id81438,not happy
id81439,happy
id81440,happy
id81441,happy
id81442,not happy
id81443,happy
id81444,happy
id81445,not happy
id81446,happy
id81447,happy
id81448,happy
id81449,happy
id81450,happy
id81451,happy
id81452,happy
id81453,happy
id81454,happy
id81455,not happy
id81456,happy
id81457,happy
id81458,not happy
id81459,not happy
id81460,happy
id81461,happy
id81462,not happy
id81463,not happy
id81464,not happy
id81465,happy
id81466,not happy
id81467,not happy
id81468,happy
id81469,not happy
id81470,not happy
id81471,happy
id81472,happy
id81473,not happy
id81474,not happy
id81475,not happy
id81476,happy
id81477,happy
id81478,happy
id81479,happy
id81480,not happy
id81481,not happy
id81482,happy
id81483,happy
id81484,happy
id81485,happy
id81486,happy
id81487,happy
id81488,happy
id81489,not happy
id81490,happy
id81491,happy
id81492,happy
id81493,not happy
id81494,happy
id81495,not happy
id81496,not happy
id81497,not happy
id81498,not happy
id81499,happy
id81500,happy
id81501,not happy
id81502,happy
id81503,happy
id81504,happy
id81505,not happy
id81506,not happy
id81507,not happy
id81508,happy
id81509,happy
id81510,happy
id81511,happy
id81512,not happy
id81513,happy
id81514,not happy
id81515,happy
id81516,not happy
id81517,happy
id81518,happy
id81519,happy
id81520,not happy
id81521,happy
id81522,happy
id81523,happy
id81524,happy
id81525,not happy
id81526,happy
id81527,happy
id81528,not happy
id81529,happy
id81530,not happy
id81531,not happy
id81532,happy
id81533,happy
id81534,happy
id81535,not happy
id81536,happy
id81537,happy
id81538,happy
id81539,happy
id81540,not happy
id81541,happy
id81542,happy
id81543,happy
id81544,happy
id81545,not happy
id81546,not happy
id81547,happy
id81548,happy
id81549,not happy
id81550,happy
id81551,not happy
id81552,happy
id81553,happy
id81554,happy
id81555,not happy
id81556,happy
id81557,not happy
id81558,not happy
id81559,happy
id81560,not happy
id81561,happy
id81562,not happy
id81563,happy
id81564,not happy
id81565,happy
id81566,not happy
id81567,happy
id81568,happy
id81569,happy
id81570,not happy
id81571,happy
id81572,happy
id81573,happy
id81574,happy
id81575,happy
id81576,not happy
id81577,happy
id81578,happy
id81579,not happy
id81580,happy
id81581,not happy
id81582,happy
id81583,not happy
id81584,happy
id81585,happy
id81586,not happy
id81587,happy
id81588,happy
id81589,happy
id81590,happy
id81591,happy
id81592,not happy
id81593,happy
id81594,happy
id81595,not happy
id81596,happy
id81597,not happy
id81598,happy
id81599,happy
id81600,happy
id81601,happy
id81602,not happy
id81603,happy
id81604,not happy
id81605,not happy
id81606,happy
id81607,not happy
id81608,not happy
id81609,happy
id81610,not happy
id81611,happy
id81612,happy
id81613,not happy
id81614,happy
id81615,happy
id81616,happy
id81617,not happy
id81618,not happy
id81619,happy
id81620,happy
id81621,happy
id81622,happy
id81623,not happy
id81624,happy
id81625,happy
id81626,not happy
id81627,happy
id81628,not happy
id81629,happy
id81630,happy
id81631,happy
id81632,not happy
id81633,happy
id81634,happy
id81635,happy
id81636,not happy
id81637,not happy
id81638,not happy
id81639,happy
id81640,happy
id81641,not happy
id81642,happy
id81643,not happy
id81644,not happy
id81645,not happy
id81646,happy
id81647,happy
id81648,happy
id81649,happy
id81650,happy
id81651,happy
id81652,happy
id81653,happy
id81654,happy
id81655,happy
id81656,not happy
id81657,not happy
id81658,not happy
id81659,happy
id81660,happy
id81661,happy
id81662,happy
id81663,happy
id81664,happy
id81665,not happy
id81666,happy
id81667,not happy
id81668,happy
id81669,not happy
id81670,not happy
id81671,happy
id81672,happy
id81673,happy
id81674,not happy
id81675,happy
id81676,happy
id81677,happy
id81678,happy
id81679,not happy
id81680,happy
id81681,happy
id81682,happy
id81683,happy
id81684,happy
id81685,happy
id81686,happy
id81687,happy
id81688,happy
id81689,happy
id81690,not happy
id81691,happy
id81692,not happy
id81693,happy
id81694,happy
id81695,not happy
id81696,happy
id81697,happy
id81698,happy
id81699,happy
id81700,not happy
id81701,happy
id81702,happy
id81703,not happy
id81704,happy
id81705,happy
id81706,not happy
id81707,not happy
id81708,not happy
id81709,not happy
id81710,not happy
id81711,not happy
id81712,happy
id81713,happy
id81714,not happy
id81715,not happy
id81716,happy
id81717,happy
id81718,not happy
id81719,not happy
id81720,happy
id81721,happy
id81722,happy
id81723,happy
id81724,not happy
id81725,happy
id81726,happy
id81727,happy
id81728,not happy
id81729,happy
id81730,happy
id81731,happy
id81732,happy
id81733,happy
id81734,happy
id81735,not happy
id81736,happy
id81737,happy
id81738,not happy
id81739,not happy
id81740,not happy
id81741,not happy
id81742,happy
id81743,happy
id81744,not happy
id81745,not happy
id81746,happy
id81747,not happy
id81748,not happy
id81749,not happy
id81750,happy
id81751,happy
id81752,happy
id81753,not happy
id81754,happy
id81755,happy
id81756,happy
id81757,happy
id81758,happy
id81759,happy
id81760,happy
id81761,happy
id81762,happy
id81763,not happy
id81764,happy
id81765,happy
id81766,happy
id81767,happy
id81768,happy
id81769,happy
id81770,not happy
id81771,not happy
id81772,not happy
id81773,happy
id81774,not happy
id81775,happy
id81776,happy
id81777,happy
id81778,happy
id81779,not happy
id81780,happy
id81781,not happy
id81782,happy
id81783,happy
id81784,happy
id81785,happy
id81786,happy
id81787,happy
id81788,happy
id81789,happy
id81790,happy
id81791,happy
id81792,not happy
id81793,happy
id81794,happy
id81795,happy
id81796,not happy
id81797,not happy
id81798,happy
id81799,happy
id81800,happy
id81801,happy
id81802,not happy
id81803,happy
id81804,not happy
id81805,happy
id81806,happy
id81807,happy
id81808,happy
id81809,not happy
id81810,happy
id81811,not happy
id81812,happy
id81813,happy
id81814,happy
id81815,not happy
id81816,not happy
id81817,happy
id81818,happy
id81819,happy
id81820,happy
id81821,happy
id81822,happy
id81823,happy
id81824,not happy
id81825,happy
id81826,not happy
id81827,happy
id81828,happy
id81829,happy
id81830,happy
id81831,not happy
id81832,not happy
id81833,happy
id81834,happy
id81835,happy
id81836,not happy
id81837,happy
id81838,happy
id81839,happy
id81840,happy
id81841,happy
id81842,happy
id81843,not happy
id81844,happy
id81845,not happy
id81846,happy
id81847,not happy
id81848,happy
id81849,happy
id81850,happy
id81851,happy
id81852,happy
id81853,happy
id81854,happy
id81855,happy
id81856,happy
id81857,happy
id81858,not happy
id81859,happy
id81860,happy
id81861,happy
id81862,happy
id81863,happy
id81864,happy
id81865,not happy
id81866,happy
id81867,happy
id81868,happy
id81869,happy
id81870,happy
id81871,not happy
id81872,happy
id81873,not happy
id81874,happy
id81875,happy
id81876,happy
id81877,happy
id81878,happy
id81879,happy
id81880,happy
id81881,happy
id81882,happy
id81883,happy
id81884,not happy
id81885,happy
id81886,not happy
id81887,happy
id81888,happy
id81889,happy
id81890,not happy
id81891,not happy
id81892,happy
id81893,happy
id81894,not happy
id81895,happy
id81896,not happy
id81897,not happy
id81898,happy
id81899,not happy
id81900,not happy
id81901,not happy
id81902,happy
id81903,happy
id81904,happy
id81905,not happy
id81906,happy
id81907,happy
id81908,happy
id81909,happy
id81910,happy
id81911,happy
id81912,happy
id81913,happy
id81914,not happy
id81915,not happy
id81916,happy
id81917,not happy
id81918,happy
id81919,happy
id81920,happy
id81921,not happy
id81922,not happy
id81923,happy
id81924,happy
id81925,not happy
id81926,happy
id81927,happy
id81928,happy
id81929,not happy
id81930,not happy
id81931,not happy
id81932,happy
id81933,happy
id81934,happy
id81935,happy
id81936,happy
id81937,not happy
id81938,happy
id81939,happy
id81940,happy
id81941,happy
id81942,happy
id81943,happy
id81944,not happy
id81945,happy
id81946,happy
id81947,happy
id81948,not happy
id81949,not happy
id81950,not happy
id81951,not happy
id81952,happy
id81953,happy
id81954,happy
id81955,happy
id81956,happy
id81957,not happy
id81958,happy
id81959,not happy
id81960,not happy
id81961,happy
id81962,happy
id81963,happy
id81964,happy
id81965,happy
id81966,happy
id81967,not happy
id81968,happy
id81969,happy
id81970,happy
id81971,not happy
id81972,not happy
id81973,not happy
id81974,happy
id81975,happy
id81976,not happy
id81977,not happy
id81978,not happy
id81979,not happy
id81980,not happy
id81981,happy
id81982,happy
id81983,happy
id81984,happy
id81985,not happy
id81986,not happy
id81987,not happy
id81988,happy
id81989,happy
id81990,happy
id81991,happy
id81992,not happy
id81993,happy
id81994,happy
id81995,happy
id81996,happy
id81997,happy
id81998,not happy
id81999,not happy
id82000,happy
id82001,not happy
id82002,happy
id82003,not happy
id82004,happy
id82005,not happy
id82006,happy
id82007,happy
id82008,happy
id82009,happy
id82010,happy
id82011,happy
id82012,not happy
id82013,not happy
id82014,happy
id82015,not happy
id82016,happy
id82017,happy
id82018,happy
id82019,happy
id82020,not happy
id82021,not happy
id82022,happy
id82023,not happy
id82024,happy
id82025,happy
id82026,not happy
id82027,happy
id82028,happy
id82029,happy
id82030,happy
id82031,happy
id82032,happy
id82033,happy
id82034,not happy
id82035,not happy
id82036,not happy
id82037,not happy
