User_ID,Browser_Chrome,Browser_Edge,Browser_Firefox,Browser_IE,Browser_Opera,Browser_Safari,Device_Desktop,Device_Mobile,Device_Tablet,Is_Response,sentiment
id10409,0,0,1,0,0,0,1,0,0,0.0,0.2
id10410,0,1,0,0,0,0,1,0,0,1.0,0.48
id10411,0,0,1,0,0,0,1,0,0,1.0,0.24375
id10412,0,0,0,1,0,0,1,0,0,1.0,0.527777777778
id10413,0,1,0,0,0,0,0,1,0,0.0,0.0
id10414,1,0,0,0,0,0,1,0,0,1.0,0.54696969697
id10415,0,0,0,1,0,0,0,1,0,1.0,0.0
id10416,0,1,0,0,0,0,0,1,0,1.0,0.289335664336
id10417,0,0,1,0,0,0,1,0,0,1.0,0.359375
id10418,0,0,1,0,0,0,1,0,0,1.0,0.273515769944
id10419,0,1,0,0,0,0,1,0,0,0.0,0.368055555556
id10420,0,1,0,0,0,0,1,0,0,1.0,0.336111111111
id10421,0,0,0,1,0,0,0,1,0,1.0,0.5
id10422,0,0,1,0,0,0,1,0,0,0.0,0.123333333333
id10423,0,0,1,0,0,0,0,1,0,0.0,0.271875
id10424,0,0,0,1,0,0,0,1,0,1.0,0.328571428571
id10425,0,0,0,1,0,0,0,1,0,1.0,0.453571428571
id10426,0,0,1,0,0,0,0,1,0,1.0,0.491166666667
id10427,1,0,0,0,0,0,0,1,0,1.0,0.533333333333
id10428,0,1,0,0,0,0,1,0,0,0.0,0.35
id10429,0,0,1,0,0,0,0,1,0,0.0,0.35
id10430,0,0,0,1,0,0,0,1,0,1.0,0.564285714286
id10431,0,1,0,0,0,0,1,0,0,0.0,0.258928571429
id10432,0,0,1,0,0,0,0,0,1,1.0,0.4
id10433,0,1,0,0,0,0,0,0,1,0.0,0.133928571429
id10434,0,0,1,0,0,0,1,0,0,0.0,0.4
id10435,0,1,0,0,0,0,0,1,0,1.0,1.0
id10436,0,1,0,0,0,0,0,1,0,0.0,-0.1875
id10437,1,0,0,0,0,0,0,1,0,1.0,0.308928571429
id10438,1,0,0,0,0,0,0,0,1,1.0,0.3875
id10439,0,0,1,0,0,0,1,0,0,1.0,0.340348639456
id10440,0,0,0,1,0,0,1,0,0,1.0,0.346103896104
id10441,1,0,0,0,0,0,1,0,0,1.0,0.285714285714
id10442,0,0,0,1,0,0,0,1,0,1.0,0.292361111111
id10443,1,0,0,0,0,0,1,0,0,0.0,0.0
id10444,0,0,0,0,0,1,1,0,0,0.0,0.373333333333
id10445,0,0,1,0,0,0,1,0,0,1.0,0.209920634921
id10446,0,0,0,0,1,0,0,0,1,1.0,0.434090909091
id10447,0,1,0,0,0,0,0,1,0,1.0,0.42619047619
id10448,0,0,0,0,0,1,1,0,0,1.0,0.0375
id10449,0,0,0,1,0,0,1,0,0,1.0,0.344886363636
id10450,1,0,0,0,0,0,0,1,0,1.0,0.320192307692
id10451,0,0,1,0,0,0,0,0,1,0.0,0.478125
id10452,0,0,1,0,0,0,0,0,1,1.0,0.244648268398
id10453,0,0,1,0,0,0,0,1,0,1.0,0.583673469388
id10454,0,0,1,0,0,0,0,1,0,0.0,0.253333333333
id10455,0,0,0,1,0,0,1,0,0,1.0,0.172222222222
id10456,0,0,1,0,0,0,1,0,0,1.0,0.54880952381
id10457,0,0,0,1,0,0,0,0,1,1.0,0.258333333333
id10458,0,1,0,0,0,0,1,0,0,0.0,0.433333333333
id10459,0,0,1,0,0,0,0,0,1,1.0,0.241759431045
id10460,0,1,0,0,0,0,0,0,1,0.0,0.35
id10461,0,0,1,0,0,0,1,0,0,1.0,0.29375
id10462,0,0,1,0,0,0,0,1,0,1.0,0.540277777778
id10463,0,0,1,0,0,0,0,0,1,0.0,0.516071428571
id10464,1,0,0,0,0,0,0,1,0,0.0,0.19375
id10465,1,0,0,0,0,0,0,0,1,0.0,0.241071428571
id10466,0,0,1,0,0,0,0,0,1,0.0,0.275
id10467,1,0,0,0,0,0,1,0,0,0.0,0.269905689549
id10468,0,0,1,0,0,0,0,1,0,0.0,0.0
id10469,0,0,1,0,0,0,0,1,0,0.0,0.498412698413
id10470,0,0,1,0,0,0,0,1,0,1.0,0.398674242424
id10471,0,0,1,0,0,0,1,0,0,1.0,0.434523809524
id10472,1,0,0,0,0,0,0,0,1,1.0,0.313333333333
id10473,0,0,1,0,0,0,0,0,1,0.0,0.558766233766
id10474,0,1,0,0,0,0,0,1,0,0.0,0.6
id10475,1,0,0,0,0,0,0,0,1,1.0,0.0
id10476,0,0,1,0,0,0,1,0,0,0.0,0.578787878788
id10477,0,1,0,0,0,0,0,0,1,1.0,0.0
id10478,1,0,0,0,0,0,1,0,0,1.0,0.336111111111
id10479,0,1,0,0,0,0,0,1,0,1.0,0.75
id10480,0,0,1,0,0,0,0,0,1,0.0,0.0
id10481,0,1,0,0,0,0,0,1,0,0.0,0.375
id10482,0,0,1,0,0,0,0,0,1,1.0,0.4
id10483,0,0,1,0,0,0,0,0,1,1.0,0.481060606061
id10484,0,0,1,0,0,0,1,0,0,0.0,0.39
id10485,0,0,0,1,0,0,0,0,1,1.0,0.14053030303
id10486,0,1,0,0,0,0,1,0,0,0.0,0.233333333333
id10487,0,0,0,1,0,0,1,0,0,1.0,0.546875
id10488,1,0,0,0,0,0,0,0,1,1.0,0.423333333333
id10489,0,1,0,0,0,0,0,1,0,1.0,0.434090909091
id10490,0,0,1,0,0,0,1,0,0,0.0,0.0
id10491,0,0,1,0,0,0,0,1,0,1.0,0.458333333333
id10492,0,0,0,1,0,0,1,0,0,1.0,0.2
id10493,0,0,1,0,0,0,0,1,0,1.0,0.5875
id10494,0,0,1,0,0,0,0,1,0,0.0,0.366666666667
id10495,0,0,1,0,0,0,0,1,0,0.0,-0.25
id10496,0,0,1,0,0,0,1,0,0,1.0,0.307272727273
id10497,0,0,0,1,0,0,0,1,0,1.0,0.495833333333
id10498,0,0,1,0,0,0,1,0,0,1.0,0.188032581454
id10499,0,0,0,1,0,0,0,1,0,1.0,0.526515151515
id10500,0,0,1,0,0,0,0,1,0,1.0,0.647619047619
id10501,0,0,0,1,0,0,0,1,0,0.0,0.345833333333
id10502,0,0,1,0,0,0,1,0,0,1.0,0.525
id10503,0,0,1,0,0,0,1,0,0,1.0,0.5
id10504,1,0,0,0,0,0,0,0,1,1.0,0.369444444444
id10505,0,0,0,1,0,0,0,1,0,1.0,0.53
id10506,0,0,1,0,0,0,0,1,0,1.0,0.248958333333
id10507,0,1,0,0,0,0,0,1,0,0.0,0.25
id10508,1,0,0,0,0,0,1,0,0,1.0,0.455
id10509,0,0,1,0,0,0,1,0,0,0.0,0.237053571429
id10510,1,0,0,0,0,0,1,0,0,1.0,0.0
id10511,0,0,0,1,0,0,0,1,0,1.0,0.463194444444
id10512,0,0,1,0,0,0,0,1,0,0.0,0.14875
id10513,0,0,0,1,0,0,0,1,0,1.0,0.0
id10514,0,1,0,0,0,0,0,0,1,0.0,0.482857142857
id10515,1,0,0,0,0,0,0,1,0,1.0,0.0681818181818
id10516,0,0,1,0,0,0,1,0,0,1.0,0.625
id10517,1,0,0,0,0,0,1,0,0,1.0,0.691666666667
id10518,0,0,0,1,0,0,0,1,0,0.0,0.371428571429
id10519,0,0,1,0,0,0,0,0,1,0.0,0.05
id10520,0,1,0,0,0,0,1,0,0,1.0,0.520105820106
id10521,0,0,1,0,0,0,0,1,0,1.0,0.289154298083
id10522,0,0,1,0,0,0,0,0,1,1.0,0.5375
id10523,0,1,0,0,0,0,1,0,0,0.0,0.273333333333
id10524,0,1,0,0,0,0,1,0,0,0.0,0.6
id10525,0,0,1,0,0,0,0,1,0,1.0,0.263020833333
id10526,0,0,1,0,0,0,0,1,0,1.0,0.370373376623
id10527,0,0,0,1,0,0,0,1,0,1.0,0.359090909091
id10528,0,0,0,0,1,0,1,0,0,1.0,0.327380952381
id10529,0,0,1,0,0,0,1,0,0,1.0,0.461401098901
id10530,0,1,0,0,0,0,0,1,0,1.0,0.583994708995
id10531,0,0,1,0,0,0,0,1,0,0.0,0.41875
id10532,0,0,0,1,0,0,0,0,1,1.0,0.371428571429
id10533,0,0,1,0,0,0,0,0,1,0.0,0.175
id10534,0,0,1,0,0,0,1,0,0,1.0,0.54880952381
id10535,0,0,1,0,0,0,0,1,0,0.0,0.314583333333
id10536,0,1,0,0,0,0,0,1,0,1.0,0.384027777778
id10537,0,1,0,0,0,0,0,0,1,0.0,0.232341269841
id10538,0,0,1,0,0,0,0,1,0,1.0,0.404415584416
id10539,0,0,0,1,0,0,0,1,0,1.0,0.0
id10540,0,1,0,0,0,0,1,0,0,0.0,0.374553571429
id10541,0,0,1,0,0,0,0,1,0,0.0,0.303819444444
id10542,1,0,0,0,0,0,0,1,0,1.0,0.260416666667
id10543,0,0,0,1,0,0,1,0,0,1.0,0.60625
id10544,1,0,0,0,0,0,0,1,0,1.0,0.375
id10545,1,0,0,0,0,0,0,0,1,0.0,0.526984126984
id10546,0,0,1,0,0,0,0,1,0,0.0,0.0625
id10547,0,0,1,0,0,0,0,0,1,0.0,0.0
id10548,0,0,1,0,0,0,1,0,0,1.0,0.491666666667
id10549,0,0,0,1,0,0,1,0,0,1.0,0.3725
id10550,0,1,0,0,0,0,1,0,0,0.0,0.0
id10551,0,0,1,0,0,0,1,0,0,1.0,0.351558441558
id10552,0,0,1,0,0,0,0,1,0,0.0,0.450793650794
id10553,0,0,0,1,0,0,0,1,0,1.0,0.321428571429
id10554,0,1,0,0,0,0,0,1,0,1.0,0.439153439153
id10555,0,1,0,0,0,0,0,1,0,0.0,0.283333333333
id10556,0,0,0,0,1,0,0,1,0,1.0,0.302777777778
id10557,1,0,0,0,0,0,0,1,0,1.0,0.841666666667
id10558,0,0,1,0,0,0,1,0,0,1.0,0.437962962963
id10559,0,0,0,1,0,0,1,0,0,1.0,0.279464285714
id10560,0,0,1,0,0,0,1,0,0,1.0,0.298958333333
id10561,0,0,1,0,0,0,0,1,0,1.0,0.0
id10562,1,0,0,0,0,0,0,1,0,1.0,0.43125
id10563,0,0,1,0,0,0,1,0,0,1.0,0.29375
id10564,0,0,0,1,0,0,0,1,0,1.0,0.44880952381
id10565,0,1,0,0,0,0,0,1,0,1.0,0.0
id10566,0,1,0,0,0,0,0,1,0,0.0,0.346794871795
id10567,0,0,1,0,0,0,0,0,1,0.0,0.393333333333
id10568,0,0,1,0,0,0,0,1,0,1.0,0.4
id10569,0,1,0,0,0,0,1,0,0,1.0,0.615674603175
id10570,1,0,0,0,0,0,0,1,0,0.0,0.75
id10571,0,0,1,0,0,0,0,1,0,0.0,0.319444444444
id10572,0,0,0,1,0,0,1,0,0,1.0,0.33373015873
id10573,0,1,0,0,0,0,1,0,0,1.0,0.85
id10574,0,0,1,0,0,0,0,0,1,1.0,0.435416666667
id10575,0,1,0,0,0,0,0,0,1,1.0,0.474074074074
id10576,0,1,0,0,0,0,0,0,1,0.0,0.300238095238
id10577,0,1,0,0,0,0,0,0,1,1.0,0.226041666667
id10578,0,1,0,0,0,0,0,1,0,0.0,0.8
id10579,1,0,0,0,0,0,0,1,0,1.0,0.391666666667
id10580,0,1,0,0,0,0,0,1,0,1.0,0.522222222222
id10581,0,1,0,0,0,0,0,0,1,0.0,0.366666666667
id10582,0,0,0,1,0,0,1,0,0,1.0,0.236574074074
id10583,0,1,0,0,0,0,1,0,0,1.0,0.457142857143
id10584,0,0,1,0,0,0,0,0,1,0.0,0.455555555556
id10585,0,0,0,0,1,0,1,0,0,1.0,0.370833333333
id10586,0,0,1,0,0,0,1,0,0,0.0,0.4
id10587,0,0,1,0,0,0,1,0,0,1.0,0.309523809524
id10588,1,0,0,0,0,0,0,1,0,1.0,0.42196969697
id10589,1,0,0,0,0,0,1,0,0,1.0,0.44880952381
id10590,0,0,0,1,0,0,0,1,0,1.0,0.6
id10591,0,1,0,0,0,0,1,0,0,0.0,0.163333333333
id10592,0,0,1,0,0,0,1,0,0,0.0,0.338888888889
id10593,0,0,0,1,0,0,0,1,0,1.0,0.522943722944
id10594,0,0,1,0,0,0,1,0,0,1.0,0.372395833333
id10595,0,0,1,0,0,0,1,0,0,0.0,0.325925925926
id10596,0,0,1,0,0,0,0,1,0,0.0,0.35
id10597,0,0,1,0,0,0,0,1,0,1.0,0.8
id10598,0,0,1,0,0,0,0,0,1,1.0,0.525
id10599,0,1,0,0,0,0,1,0,0,1.0,0.362261904762
id10600,0,0,0,1,0,0,1,0,0,1.0,0.483333333333
id10601,0,0,1,0,0,0,1,0,0,1.0,0.332575757576
id10602,0,0,0,1,0,0,1,0,0,1.0,0.269791666667
id10603,0,0,1,0,0,0,0,1,0,1.0,0.65
id10604,0,0,0,0,0,1,1,0,0,1.0,0.318885281385
id10605,0,1,0,0,0,0,1,0,0,0.0,0.183333333333
id10606,0,0,0,1,0,0,0,1,0,1.0,0.378787878788
id10607,0,1,0,0,0,0,1,0,0,1.0,0.3125
id10608,0,0,0,1,0,0,1,0,0,1.0,0.533333333333
id10609,0,1,0,0,0,0,0,1,0,0.0,0.144696969697
id10610,0,0,1,0,0,0,0,1,0,0.0,0.466666666667
id10611,0,0,1,0,0,0,0,1,0,1.0,0.396428571429
id10612,0,0,0,1,0,0,0,0,1,0.0,0.3
id10613,0,0,1,0,0,0,1,0,0,0.0,0.7
id10614,0,0,1,0,0,0,0,1,0,0.0,0.263457792208
id10615,0,0,0,1,0,0,0,0,1,1.0,0.388095238095
id10616,0,1,0,0,0,0,1,0,0,1.0,0.0
id10617,1,0,0,0,0,0,0,1,0,1.0,0.583333333333
id10618,0,0,1,0,0,0,1,0,0,1.0,0.292676767677
id10619,0,0,1,0,0,0,0,1,0,1.0,0.24212962963
id10620,0,1,0,0,0,0,1,0,0,1.0,0.476666666667
id10621,0,0,0,1,0,0,0,1,0,1.0,0.588888888889
id10622,0,1,0,0,0,0,1,0,0,0.0,0.333939393939
id10623,0,0,0,1,0,0,1,0,0,1.0,0.575
id10624,1,0,0,0,0,0,0,1,0,1.0,0.455892255892
id10625,0,0,1,0,0,0,1,0,0,0.0,0.4425
id10626,1,0,0,0,0,0,1,0,0,1.0,0.190277777778
id10627,1,0,0,0,0,0,0,0,1,1.0,0.495238095238
id10628,0,0,1,0,0,0,1,0,0,1.0,0.456547619048
id10629,0,0,0,1,0,0,0,1,0,1.0,0.51462585034
id10630,0,0,0,1,0,0,1,0,0,1.0,0.85
id10631,1,0,0,0,0,0,0,0,1,1.0,0.30816017316
id10632,0,0,1,0,0,0,1,0,0,1.0,0.383035714286
id10633,0,1,0,0,0,0,0,0,1,1.0,0.5
id10634,0,0,0,1,0,0,0,0,1,1.0,0.1875
id10635,0,0,1,0,0,0,0,0,1,1.0,0.325
id10636,1,0,0,0,0,0,0,1,0,1.0,0.209545454545
id10637,0,1,0,0,0,0,0,1,0,0.0,0.243333333333
id10638,0,0,0,1,0,0,1,0,0,1.0,0.468707482993
id10639,0,0,1,0,0,0,0,1,0,1.0,0.455555555556
id10640,0,1,0,0,0,0,1,0,0,0.0,0.115340909091
id10641,0,0,1,0,0,0,1,0,0,0.0,0.272095959596
id10642,0,1,0,0,0,0,1,0,0,0.0,0.280438311688
id10643,0,0,1,0,0,0,0,1,0,0.0,0.403009259259
id10644,0,0,0,1,0,0,1,0,0,1.0,0.396666666667
id10645,0,0,0,1,0,0,0,0,1,1.0,0.370476190476
id10646,0,1,0,0,0,0,0,0,1,0.0,0.533333333333
id10647,0,1,0,0,0,0,1,0,0,1.0,0.535353535354
id10648,0,0,1,0,0,0,1,0,0,1.0,0.438571428571
id10649,0,0,1,0,0,0,0,1,0,1.0,0.315844155844
id10650,0,0,1,0,0,0,0,1,0,1.0,0.491666666667
id10651,1,0,0,0,0,0,1,0,0,1.0,0.475
id10652,0,1,0,0,0,0,0,0,1,0.0,0.193181818182
id10653,0,0,1,0,0,0,0,1,0,0.0,0.291666666667
id10654,0,1,0,0,0,0,0,1,0,1.0,0.21
id10655,0,0,0,1,0,0,0,1,0,1.0,0.385416666667
id10656,1,0,0,0,0,0,0,1,0,1.0,0.655
id10657,0,0,0,1,0,0,1,0,0,1.0,0.8
id10658,0,0,0,1,0,0,1,0,0,1.0,0.463333333333
id10659,0,0,1,0,0,0,1,0,0,1.0,0.6225
id10660,0,0,1,0,0,0,1,0,0,1.0,0.2425
id10661,0,1,0,0,0,0,1,0,0,1.0,0.238888888889
id10662,0,1,0,0,0,0,0,0,1,1.0,0.646666666667
id10663,0,0,1,0,0,0,0,0,1,1.0,0.308333333333
id10664,0,1,0,0,0,0,0,0,1,0.0,0.225641025641
id10665,0,0,1,0,0,0,1,0,0,0.0,0.225
id10666,0,0,0,1,0,0,0,1,0,1.0,0.51755952381
id10667,1,0,0,0,0,0,0,1,0,1.0,0.542857142857
id10668,0,0,0,1,0,0,1,0,0,1.0,0.459090909091
id10669,0,0,0,1,0,0,1,0,0,1.0,0.35
id10670,0,1,0,0,0,0,0,1,0,1.0,0.413888888889
id10671,0,0,0,1,0,0,0,0,1,1.0,0.568253968254
id10672,0,0,1,0,0,0,1,0,0,0.0,0.282589285714
id10673,0,1,0,0,0,0,0,1,0,0.0,0.534090909091
id10674,0,0,1,0,0,0,1,0,0,0.0,0.448051948052
id10675,1,0,0,0,0,0,0,1,0,1.0,0.373268398268
id10676,0,1,0,0,0,0,0,1,0,0.0,0.0
id10677,0,0,0,0,1,0,0,1,0,1.0,0.33125
id10678,0,1,0,0,0,0,1,0,0,1.0,0.236666666667
id10679,0,0,1,0,0,0,0,0,1,1.0,0.437202380952
id10680,1,0,0,0,0,0,1,0,0,1.0,0.646428571429
id10681,0,0,1,0,0,0,0,0,1,0.0,0.291666666667
id10682,0,1,0,0,0,0,0,1,0,0.0,0.147142857143
id10683,0,0,1,0,0,0,1,0,0,1.0,0.477380952381
id10684,0,1,0,0,0,0,1,0,0,1.0,0.608333333333
id10685,0,1,0,0,0,0,0,1,0,1.0,0.35204978355
id10686,0,0,0,1,0,0,0,1,0,1.0,0.373333333333
id10687,1,0,0,0,0,0,0,0,1,1.0,0.6
id10688,0,0,1,0,0,0,1,0,0,0.0,0.316666666667
id10689,0,1,0,0,0,0,0,1,0,0.0,0.344444444444
id10690,0,0,0,1,0,0,0,1,0,0.0,0.411071428571
id10691,0,0,1,0,0,0,0,1,0,1.0,0.442857142857
id10692,0,0,1,0,0,0,0,1,0,0.0,0.25625
id10693,0,1,0,0,0,0,0,1,0,0.0,-0.171875
id10694,0,1,0,0,0,0,0,0,1,0.0,0.0875
id10695,0,0,1,0,0,0,0,1,0,0.0,0.4
id10696,0,0,1,0,0,0,0,1,0,1.0,0.270064935065
id10697,0,0,1,0,0,0,1,0,0,0.0,0.320512820513
id10698,1,0,0,0,0,0,0,0,1,1.0,0.334090909091
id10699,0,0,0,1,0,0,0,0,1,1.0,-0.1875
id10700,0,0,1,0,0,0,1,0,0,0.0,0.288095238095
id10701,0,0,1,0,0,0,0,1,0,1.0,0.627040816327
id10702,1,0,0,0,0,0,0,1,0,1.0,0.568333333333
id10703,0,0,1,0,0,0,0,1,0,0.0,0.0966666666667
id10704,0,0,1,0,0,0,0,0,1,1.0,0.325
id10705,0,0,1,0,0,0,0,0,1,1.0,0.408928571429
id10706,0,0,0,1,0,0,0,0,1,1.0,0.0944444444444
id10707,0,0,0,0,0,1,0,1,0,1.0,0.188919413919
id10708,1,0,0,0,0,0,1,0,0,0.0,0.25
id10709,0,0,0,1,0,0,0,1,0,1.0,0.558333333333
id10710,0,0,0,1,0,0,1,0,0,1.0,0.36
id10711,0,0,1,0,0,0,0,1,0,1.0,0.225
id10712,0,1,0,0,0,0,0,1,0,0.0,0.207142857143
id10713,0,0,0,1,0,0,1,0,0,1.0,0.4
id10714,0,0,0,1,0,0,0,1,0,0.0,0.4
id10715,0,0,0,1,0,0,1,0,0,1.0,0.35
id10716,0,0,1,0,0,0,1,0,0,1.0,1.0
id10717,1,0,0,0,0,0,1,0,0,1.0,0.633333333333
id10718,0,0,1,0,0,0,0,1,0,1.0,0.36746031746
id10719,0,0,0,1,0,0,0,1,0,1.0,0.0788825757576
id10720,0,0,1,0,0,0,0,0,1,0.0,0.407142857143
id10721,0,0,1,0,0,0,0,1,0,1.0,0.466666666667
id10722,0,0,0,1,0,0,1,0,0,1.0,0.271590909091
id10723,0,0,0,1,0,0,0,1,0,1.0,0.3625
id10724,0,0,1,0,0,0,0,0,1,1.0,0.365625
id10725,0,0,1,0,0,0,1,0,0,1.0,0.291666666667
id10726,0,0,1,0,0,0,0,1,0,1.0,0.65
id10727,0,0,1,0,0,0,1,0,0,1.0,0.409090909091
id10728,0,0,0,0,0,1,1,0,0,1.0,0.422619047619
id10729,0,0,1,0,0,0,0,1,0,1.0,0.209523809524
id10730,0,1,0,0,0,0,0,1,0,1.0,0.306944444444
id10731,0,0,0,1,0,0,1,0,0,1.0,0.303125
id10732,0,0,0,1,0,0,0,0,1,1.0,0.472222222222
id10733,0,0,1,0,0,0,0,0,1,0.0,0.479166666667
id10734,0,1,0,0,0,0,0,1,0,0.0,0.396428571429
id10735,0,0,1,0,0,0,0,0,1,0.0,0.242045454545
id10736,0,0,1,0,0,0,0,0,1,1.0,0.32
id10737,0,0,1,0,0,0,0,0,1,0.0,0.566666666667
id10738,0,0,1,0,0,0,0,1,0,1.0,0.392857142857
id10739,0,1,0,0,0,0,1,0,0,0.0,0.75
id10740,0,0,1,0,0,0,0,0,1,1.0,0.391666666667
id10741,0,0,0,1,0,0,0,1,0,1.0,0.482142857143
id10742,0,0,0,1,0,0,0,0,1,1.0,0.546296296296
id10743,0,1,0,0,0,0,1,0,0,0.0,-0.0958333333333
id10744,0,0,1,0,0,0,1,0,0,0.0,0.415097402597
id10745,0,0,0,1,0,0,1,0,0,1.0,0.652083333333
id10746,0,0,0,1,0,0,0,1,0,1.0,0.355833333333
id10747,0,1,0,0,0,0,0,1,0,0.0,0.0
id10748,0,0,0,1,0,0,0,1,0,1.0,0.399368686869
id10749,0,0,0,1,0,0,0,0,1,1.0,0.379861111111
id10750,0,0,1,0,0,0,1,0,0,0.0,0.0
id10751,0,0,1,0,0,0,1,0,0,0.0,0.267063492063
id10752,0,0,0,1,0,0,1,0,0,1.0,0.308333333333
id10753,1,0,0,0,0,0,0,1,0,1.0,0.4
id10754,0,0,0,1,0,0,0,1,0,1.0,0.514285714286
id10755,0,0,1,0,0,0,0,1,0,0.0,0.270346320346
